worker_location,Skill,Price,SuccessRate
Egypt,"Cost Accounting,Intuit QuickBooksAccounting,Financial Management,Tax Law,International Financial Reporting Standards (IFRS),Financial Reporting,GAAP,Financial Modeling,Financial Analysis",30,97
Philippines,"Adobe Illustrator,Adobe PhotoshopT-Shirt Design,Logo Design,Vector Graphics,Cartography & Maps,CorelDRAW,Adobe InDesign,Mapinfo",10,100
United States,"React Native,iOS DevelopmentAndroid App Development,Node.js,AngularJS,PHP",55,90
United Kingdom,"Human Resource Management,Human Resources StrategyResume Writing,Cover Letter Writing,Copywriting,Personnel Recruitment,Career Coaching,LinkedIn Development,Interview Preparation",90,96
Pakistan,"Retouching,Photo ManipulationAdobe Photoshop,Photo Restoration,Photograph Color Correction,Photo Editing,Image Editing,Adobe Illustrator,PDF Conversion,PDF",12,96
Slovakia,"Audio Recording,Audiobook/PodcastVoice Acting,Voice Talent,Voice Over,eLearning,Narration,Feature-length Narration,Voice Talent",30,100
Nigeria,"Animation,2D AnimationVideo Production,3D Animation,Motion Graphics,Adobe Flash,Adobe After Effects,Adobe Photoshop,Cartooning,Illustration",150,81
Mexico,"Translation,SubtitlesTranscription,French,English,Italian,Translation English French,Translation Italian French,Translation English Italian,Legal Translation",10,91
Ukraine,"Web Scraper,Data ScrapingScrapy,Python,Selenium,Selenium WebDriver",10,100
United States,"Computer Skills,Academic WritingBusiness,Creative Writing,English,English Grammar,English Proofreading,Microsoft Word,Report Writing,Resume Writing",45,89
United States,"Translation English Spanish,Internet ResearchItalian,Problem Solving,Computer Skills,Customer Service,Virtual Assistant,Social Customer Service,Zendesk,Spanish - Venezuela",10,59
United States,"Adobe Photoshop,Photo EditingRetouching,Photo Manipulation,Adobe Illustrator,Adobe Photoshop Lightroom,Photo Restoration,Digital Illustration,Drawing,Autodesk AutoCAD",55,100
Pakistan,"Adobe Illustrator,Adobe After Effects2D Animation,Motion Design,Motion Graphics,Illustration,Animation,Commercial,Explainer Video,Animated Explainer",28,93
Argentina,"Adobe Illustrator,Adobe PhotoshopAdobe After Effects,Logo,Logo Design,Social Media Imagery,Adobe Creative Cloud",30,97
India,"Shopify,Order FulfillmentOrder Processing,Product Listing,Data Entry,Customer Support,Customer Service,Oberlo,Web Design,Product Descriptions",7,93
Venezuela,"CAD,Rhinoceros 3DV-Ray,Image Editing,Architectural Rendering,Interior Design,Architectural Design,3D Modeling",50,100
United States,"2D Design,MasteringiOS Development,Logo Design,Autodesk AutoCAD,Email Marketing,Lead Generation,Data Entry,Web Scraper,Virtual Assistant",5,96
United Kingdom,"Corporate Brand Identity,User Interface DesignWeb Design,Logo Design,User Experience Design,Graphic Design,Adobe Photoshop,Adobe Illustrator,Adobe InDesign,Calligraphy",60,80
Belarus,"Adobe Illustrator,Logo DesignGraphic Design,Illustration,Print Design,Business Card Design,T-Shirt Design,Adobe Photoshop",15,88
United Kingdom,"Project Management,Product ManagementBusiness Analysis,IT Strategy,Strategic Planning,Project Planning,Project Scheduling,Agile Project Management",45,
India,"Embedded C,Microcontroller ProgrammingAltium Designer,Desktop Applications,Electronics,Electronic Design,Hardware Prototyping,Network Engineering,Analog Electronics,KiCad",49,100
France,"Visualization,Architectural Rendering3D Design,Interior Design,Presentation,Sketch,3D Rendering,Autodesk AutoCAD,Architectural Design,3D Modeling",70,100
Pakistan,"Logo Design,LogoLogo,Design Thinking,Logo Addition,Adobe Illustrator,Minimal,Vector Art,VectorWorks,Vector Tracing",25,90
United States,"Windows PowerShell,Microsoft AzureC#,JetBrains TeamCity,Microsoft SQL Server Administration,ASP.NET,Azure DevOps,Deployment Automation,Infrastructure as Code,Amazon Web Services",33,100
Venezuela,"Presentation Design,Microsoft PowerPointGraphic Design,Microsoft Excel,Logo Design,Stationery Design,Business Card Design,Invitation Design,Adobe InDesign,Adobe Illustrator",42,97
Russia,"Presentation Design,BrandingBrochure Design,Flyer Design,Book,Web Design,Responsive Web Design,Banner Ad Design,Email Design,Page Layout Design",75,
Ukraine,"Translation English Arabic,Website LocalizationGrammar,Gulf Arabic - Gulf,Arabic (Fosha-formal),Egyptian Arabic - Egypt,Software Localization",20,98
Ukraine,"Photo Editing,RetouchingPhotograph Color Correction,Photography,Photo Manipulation,Adobe Photoshop,Adobe Photoshop Lightroom,Fashion Retouch",14,100
Argentina,"KDP,ePubApple iBooks,Layout Design,eBook Design,mobi,Format & Layout,PDF Conversion,Word Processing,Adobe Acrobat",15,95
Ukraine,"Project Management,Agile Project ManagementProject Scheduling,Management Skills,Scrum Master,Agile Software Development,Leadership,Project Objectives,Lean Startup,Project Planning",37,
Philippines,"Medical Terminology,Microsoft OfficeMicrosoft PowerPoint,Presentation,Presentation Design,Infographics,Format & Layout,Virtual Assistant,Project Management,Organizer",50,97
United Kingdom,"Private Equity,Price OptimizationMergers & Acquisitions,Pricing Strategy Consulting,Financial Modeling,Content Writing,SEO Strategy,SEO Keyword Research,Price/Quote Negotiation,Valuation",95,100
Philippines,"Voice Talent,Voice Overnan",75,100
United Arab Emirates,"US Taxation,GAAPBookkeeping,Microsoft Excel,Intuit QuickBooks,Tax Preparation,International Taxation,Corporate Taxes,Financial Accounting,Xero",100,99
Ukraine,"Translation Spanish English,Translation English SpanishTechnical Translation,Legal Translation,Translation,Game Testing,Software Testing,Web Testing,Mobile App Testing,Software QA Testing",10,93
Ukraine,"Translation,TranscriptionTranslation English Spanish,Translation Spanish English,Spanish Proofreading,Medical Translation",8.5,100
Ukraine,"Translation,EnglishPortuguese,Translation English Brazilian Portuguese,Translation Brazilian Portuguese English",25,97
United States,"Retouching,Fashion RetouchPhoto Editing,Portrait Photography,Model Photography,Fashion Photography,Studio Photography,Capture One Pro,Color Grading,Photograph Color Correction",20,99
Jordan,"Translation,Translation English ArabicTranslation Arabic English,Transcription,Subtitles,Writing,Adobe Photoshop,Arabic,English,Graphic Design",10,100
Egypt,"Voice Talent,Voice OverSinging,Narration,Voice Acting,Voice Over American Accent,Voice Over British Accent,Voice Over Australian Accent,Male Voice Over,Audio Production",100,100
India,"Capture One Pro,Photo EditingAdobe Photoshop Lightroom,Photo Manipulation,Photo Slideshow,Adobe Photoshop,Retouching,Photograph Color Correction,Image Editing,Photo Restoration",16,100
United Kingdom,"Creative Writing,CopyrightNutrition,Physical Fitness,Female Voice Over,Blog Writing,Voice Over,Voice Talent,Voice Acting,Singing",25,36
United States,"Social Media Marketing,CopywritingAnalytics,Marketing Strategy,Public Relations,SEO,Search Engine Marketing,Editing,Proofreading",65,93
Kuwait,"HTML,CSSBlockchain,Smart Contracts,web3.js,Backend Rest API,Cryptocurrency,DevOps,JavaScript,Frontend Development",50,100
Ukraine,"SEO,Web ServicesEmail Marketing,Microsoft Excel,Lead Generation,Web Scraper,LinkedIn Profile Development,Data Scraping,Data Entry,Social Media Management",4,
Sri Lanka,"Supply Chain Management,Startup ConsultingLogistics & Shipping,Business Process Modeling,Process Improvement,Lean Manufacturing,Six Sigma,Process Engineering,Analytics,Simulations",70,100
Romania,"Video Editing,Digital IllustrationGraphic Design,Adobe Photoshop,Microsoft PowerPoint,Microsoft Office,Adobe Creative Suite,Drawing",18,
Canada,"UX/UI,Mobile App DesignUI/UX Prototyping,Mobile UI Design,User Interface Design,User Centered Design,GUI Design,User Experience Design,Design Thinking,Graphic Design",25,86
United States,"CAD,SolidWorksProduct Design,Injection Mold Design,C#,Siemens NX,Robotics,Arduino Firmware,CNC Programming,Product Rendering",24,98
United States,"Business Plan,Startup ConsultingFinancial Modeling,Business Modeling,Business Development,Presentation Design,Business,Business Coaching,Microsoft PowerPoint",125,81
United States,"Logo Design,Icon DesignAdobe Illustrator,Calligraphy,Social Media Post,Presentation Design,Branding,Brand Identity & Guidelines,Logo,Web Design",30,96
Argentina,"JavaScript,Node.jsTypeScript,Web Application,SaaS,API,React,Angular,MongoDB,SQL",35,100
Venezuela,"Excel VBA,markerkeras",25,100
Brazil,"Customer Service,Healthcare & MedicalEnglish Proofreading,Customer Support,Healthcare Management,Medical Records Software,Medical Records Research,Google Suite,ESL Teaching,Virtual Assistant",7,79
Canada,"SEO Writing,EditingInternet Marketing,Content Writing,Blog Writing,Creative Writing,Digital Marketing,WordPress,WordPress Website,Website Development",75,97
Vietnam,"Technical Writing,Editing & ProofreadingManufacturing,Content Writing,Academic Editing,Quantitative Research,Compliance,Market Research,Workplace Safety & Health,Adobe InDesign",80,75
Egypt,"Mastering,Audio RecordingAudio Production,Audio Post Production,Audio Engineering,Mixing,Ghostwriting,Piano Composition,Music Arrangement,Piano",25,
United States,"Final Cut Pro,Adobe After EffectsLogic Pro,keras",25,
Ukraine,"Adobe Illustrator,Illustration2D Design,VectorWorks",25,100
Poland,"3D drawing,2D Design/Drawings3D Rendering,SolidWorks,CorelDRAW,Autodesk AutoCAD",15,100
Canada,"Translation,Medical TranslationAcademic Translation,Translation English Spanish,Translation Spanish English,Academic Writing,Academic Editing,Research Papers",20,88
Ukraine,"Adobe Photoshop,Adobe IllustratorAdobe Creative Suite",35,96
Philippines,"Translation English Japanese,CopywritingProofreading,ESL Teaching,Voice Over,Voice Talent,Transcription,Virtual Assistant,Translation Japanese English,Japanese",62.5,98
India,"Motion Graphics,2D Animation3D Modeling,3D Animation,Video Post Editing,Video Editing,Graphic Design,Illustration,Adobe After Effects,Maxon Cinema 4D",30,100
United States,"Presentation Design,Financial PresentationsData Visualization,Microsoft PowerPoint,Format & Layout,Graphic Design,Microsoft Word,Google Slides,Full Presentation Design,Visual Presentation Design",80,100
Ukraine,"Photo Editing,RetouchingAdobe Photoshop,Adobe Photoshop Lightroom,Product Photography,Fashion Photography,Commercial Photography,Portrait Photography,Content Creation,Graphic Design",60,92
Ukraine,"Adobe Photoshop Lightroom,Fashion RetouchDigital Photography,Retouching,Product Photography,Image Editing,Clipping Path,Adobe Photoshop,Photo Manipulation",10,
Colombia,"Adobe Photoshop,Adobe IllustratorAutodesk 3ds Max,Digital Electronics,Photography,Autodesk AutoCAD",15,96
United States,"Audio Editing,MusicSound Design,Voice Over,Audio Restoration,Music Engraving,Musical Transcription,Translation English Spanish,Film Dubbing",20,97
Pakistan,"Motion Graphics,Adobe After EffectsAnimation,3D Animation,Maxon Cinema 4D,3D Design",100,97
Ukraine,"Graphic Design,Corporate Brand IdentityPrint Design,Brochure Design,Label and Package Design,Press Advertising,Adobe Illustrator,Adobe Photoshop,Adobe InDesign,Flyer Design",34,100
South Africa,"Motion Design,Video Editing2D Animation,3D Animation,Green screen,Promotional Video,Infographic,3D Motion Tracking,Explainer Video",15,
Philippines,"Landing Page,Web DesignUX/UI,Unbounce,Copywriting,Conversion Rate Optimization,Shopify,Instapage",55.5,90
United States,"Illustration,Graphic DesignBrochure Design,Fashion Illustration,Adobe Photoshop,Adobe Illustrator,Sketching,Adobe After Effects,Product Design,SolidWorks",30,85
United States,"eBook Writing,Blog WritingSEO Writing,eBay Listing/Writing,Medical,Press Release Writing,Product Descriptions,Graphic Design,Transcription,Microsoft Excel",25,93
Ukraine,"ClickFunnels,Landing PageWeb Design,Website Development,Digital Marketing,Lead Generation,eCommerce,Funnel Testing,Marketing Automation,eCommerce Website",10,88
Ukraine,"Artificial Intelligence,Artificial Neural NetworksMachine Learning,Deep Learning,Natural Language Processing,Augmented Reality,Virtual Reality,Software Development,Entrepreneurship,Hardware Prototyping",850,
Ukraine,"Python,DjangoMySQL,PostgreSQL,JavaScript,CSS,HTML5,Payment Processing,Social Networking Development,Amazon Web Services",75,100
Argentina,"Adobe Photoshop,Adobe IllustratorTranslation Russian English,Social Media Marketing,Instagram Marketing,Adobe Premiere,Adobe After Effects,Facebook Ads Manager",20,100
Venezuela,"C++,Computer VisionMedical Imaging,OpenCV,Mobile App Development,Qt,Unity,Deep Learning,Augmented Reality,Machine Learning",30,97
India,"Voice Over,Voice TalentNarration,French,Audio Editing,Audio Production,Interactive Voice Response",100,99
Australia,"Translation English Arabic,Translation Arabic EnglishArabic,English,Arabic (Fosha-formal),Egyptian Arabic - Egypt,Transcription,SDL Trados,POEditor,Office 365",12,100
Ukraine,"Web Design,Graphic DesignFrontend Development,CSS,CSS3,HTML5,Corporate Brand Identity,PSD to Wordpress,JavaScript,jQuery",35,100
Ukraine,"Logo Design,Graphic DesignAdobe Photoshop,Adobe Illustrator,Packaging Design,Product Design,Photo Editing,Website Development,Web Design,Brand Identity",75,95
United States,"Social Media Marketing,Social Media ManagementContent Writing,SEO,Email Marketing,Translation,Digital Marketing,Digital Photography,Content Creation,Content Strategy",50,
Russia,"Portrait Photography,EventsPhotography,Videography,Video Editing,Adobe Premiere Pro,Motion Graphics,Adobe Photoshop,Adobe After Effects",150,88
China,"Medical Translation,Translation English KoreanTranslation Korean English,Translation Korean Spanish,Translation Spanish Korean,Voice Over Korean,Cryptocurrency,Proofreading,Virtual Assistant,Website Translation",20,85
Peru,"Video Editing,Adobe Premiere ProAdobe After Effects,Audio Editing,Commercial,Trailer,Color Grading,Corporate,Music Video,Educational",25,100
Russia,"T-Shirt Design,Logo DesignCorelDRAW,Adobe Photoshop,Oil Painting,Graphic Design,Adobe Illustrator,Illustration,Print Design,Poster Design",60,98
Serbia,"Jewelry Design,CAD3D Modeling,3D Rendering,Rhinoceros 3D,Pixologic Zbrush,Gemvision Matrix,3D Printing,Rapid Prototyping",50,99
Portugal,"Translation,TranscriptsVoice Over,Website Localization,Subtitles,Brazilian Portuguese,English,Spanish - Castilian (Spain),Article Writing",25,97
Ukraine,"Adobe Illustrator,Adobe PhotoshopAdobe InDesign,Fashion Design,Fashion Illustration,Embroidery,Haute Couture,MS Excel,Technical Illustration,Wedding clothing",85,91
Brazil,"Corporate Brand Identity,IllustrationLogo Design,Flyer Design,Poster Design,Book,Magazine Layout,Label and Package Design,Outdoor Advertising,Brochure Design",40,95
Australia,"Translation,InterpretationTranscription,Proofreading,Translation English Ukrainian,Translation German Ukrainian,Translation English Russian,Translation German Russian,Translation Russian Ukrainian",15,93
Philippines,"Illustration,Adobe InDesignAdobe Photoshop,Adobe Illustrator,CorelDRAW",5,
Nigeria,"Voice Over,Voice TalentEnglish,English Grammar",140,100
United States,"Business Plan,Business AnalysisManagement Consulting,Market Analysis,Marketing Strategy,Mergers & Acquisitions,Business Consulting,Microsoft PowerPoint,Microsoft Power BI,Polish",60,72
India,"Retouching,Photograph Color CorrectionVideo Color Correction,Photography,Adobe Photoshop,Fashion Retouch,Fashion Photography,Fashion Modeling,Color & Trim Design,Adobe Photoshop Lightroom",25,
Ukraine,"Interior Design,3D RenderingPlanning,3D Visualization,Exterior Rendering,Architectural Design,V-Ray,SketchUp,Autodesk 3ds Max,Autodesk Revit",22,
