Skills,worker_location,Price,SuccessRate
"Sales,Retail,Hindi,Flyer Design,Proofreading",Poland,29.9,100.0
"English,Translation,Logo Design,Interactive Voice Response,French,Content Management,Essay Writing,SubtitlesTranscription,Translation English French,Production Sound MixingProofreading,Translation English Ukrainian,Physics",United States,19.5,100.0
"Graphic Design,Logo Design,Email Support,Product Research,Teaching PortugueseArticle Writing,Technical Support",United States,139.95,85.0
"Photo Slideshow,Translation Greek Russian,Mathematics TutoringSports Writing",United States,3.0,100.0
"Video Editing,Drawing,Sony Vegas,Microsoft Excel,Graphic Design,DaVinci Resolve,Adobe Premiere ProAdobe After Effects,Video Advertising,Corporate Brand Identity",Pakistan,40.29,100.0
"Sales,Reports,Book,Story Editing,Data Visualization,Commercial,Presentation Design,Voice Acting,Pop Art",Serbia,49.91,100.0
"Shopify,Logo Design,Office,Translation Japanese English,English Spelling,English Grammar,Proofreading",United States,49.38,100.0
"Architectural Rendering,Adobe After Effects,Translation",Ukraine,7.47,100.0
"PDF ConversionTranslation English Spanish,Google AnalyticsLead Generation,Regression Testing,Audiovisual Translation,Translation English Ukrainian,Corporate Brand Identity",Canada,32.48,100.0
"TypeScript,Shopify,Graphic Design,Poster Design,Lead Generation,Logo Design,Instagram Marketing,Business Card Design,Facebook Advertising,Shopify Theme,Translation English ItalianTranslation Italian English,SEO WritingEditing,Photo Editing,WordPress,Cartoon,React,Adobe InDesign",El Salvador,143.76,100.0
"Audiobook,SEO Writing,Report Writing,Whiteboard Videos,Voice Over,Graphic Design,Intuit QuickBooks,Cost Accounting,Business Plan,Voice TalentVoice Over American Accent,Illustration,Financial Analysis,Corporate Branding,Web Content Development,Financial Modeling,Bank Reconciliation,Accounts Receivable Management,Accounting",United States,50.26,100.0
"Photography,Vector GraphicsLogo Design,Editorial,Communications,Adobe Premiere Pro,Adobe InDesign,eLearning",Pakistan,39.67,100.0
"Portrait Painting,Branding,Fashion Design,Consumer Segmentation",Russia,51.43,100.0
"Venture Capital ConsultingBusiness Plan,Translation,Growth Hacking,Computer Animation",United States,35.57,99.0
"Inbound Marketing,Data Analysis,Industrial DesignManufacturing,Audacity,LexisNexis Accurint,Web Design,Transcription,VBA",United Kingdom,34.67,89.0
"Graphic Design,Autodesk AutoCADArchicad,Adobe Audition,Translation,Steinberg Cubase,Logo Design,Bookkeeping,Intuit QuickBooks,Translation English Portuguese,Microsoft Word,Voice Talent,Male Voice Over,Voice Over French,Accounting",Egypt,57.11,100.0
"Translation English Flemish,Interior Design,Voice Over,TranslationSubtitles,Subtitles,Business Card Design,Commercials,Computer Skills,Product Photography,Interpretation,Cold Calling,Content Writing",Venezuela,36.59,100.0
"Academic Editing,Video Production,Presentation,Voice Over English,Adobe InDesign,Video Color Correction,Sound Editing,Copyediting",Philippines,35.19,100.0
"Print Design,Legal,Translation,UX Design,Adobe IllustratorMicrosoft Word,Adobe InDesign",United States,86.85,100.0
"Microsoft PowerPoint,Bootstrap,Content Writing,Order Processing,Sketch,Instagram Marketing,Digital Sculpting,Web Design,Adobe Illustrator,Chat Support,Concept Design,Microsoft Excel,Adobe Audition,Adobe IllustratorWeb Design,VFX AnimationAnimation,Dialux,Customer Service,CodeIgniter,Logo,Character Design,Adobe Flash,React",United States,32.43,99.0
"Editing,Logo DesignAudio Design",Egypt,13.47,81.0
"Translation English Portuguese,CakePHPLaravel,Banner AdsBrochure Design,Content Writing,Technical TranslationEditorial Translation",Dominican Republic,14.21,100.0
"Mechanical Engineering,Photography,Article Rewriting,Computer SkillsProduct Knowledge,Organizer,Customer Support",United Kingdom,45.82,100.0
"Brochure DesignMagazine Layout,Sales Copywriting,Clothing,Audacity",Lithuania,22.06,87.0
"Graphic DesignAdobe Photoshop,Logo Design,LogoBrand Identity,WritingCommunication Strategy,Technical Documentation,Houdini,Layout Design",India,48.21,100.0
"Microsoft Excel,Logo Design,Salesforce App Development,Data Mining,DevOps,Packaging Design,Time Management,Marketing Strategy,Visualization,Growth Hacking",Bosnia and Herzegovina,139.52,98.0
"Inbound Marketing,Adobe IllustratorAdobe InDesign,Natural Language Generation,Translation English JapaneseMale Voice Over,iPhone App DevelopmentApple Xcode,Web ResearchCustomer Service,TranscriptionCash Flow Software,International Accounting StandardsFinancial Accounting",Argentina,74.23,100.0
"ClickFunnelsLanding Page,Microsoft Excel,Internet Research,RetouchingFood Photography,Data Encoding,Apparel,Audio Editing,Graphic DesignVideo Production,Adobe Photoshop,Photo Editing,Translation Dutch German,The Foundry NUKE,LaravelJavaScript,Adobe Illustrator,Photo Manipulation,Graphic DesignLabel and Package Design",Ukraine,46.27,100.0
"Singing,Menu Design",United States,371.57,96.0
"Multiple Email Inbox Handling,Explainer,CartooningPortraiture,Translation English Ukrainian,PreziStrategic Planning,Image Editing",Ukraine,33.72,100.0
"Logo Design,Book",Philippines,180.57,100.0
"Print Design,Digital Photographynan,Graphic DesignBrochure Design,Blender,Academic Proofreading,Male Voice Over,Sketching,Short Story Writing",Brazil,282.49,100.0
"Translation,Business Writing,Comic Art,LogoBrochure Design,Architectural Rendering,Bootstrap,Vector Graphics,Python,Adobe Premiere,Proofreading",Ukraine,75.74,100.0
"Logo DesignGraphic Design,Graphic Design,Logo Design,Presentation,Voice Over English,Translation Croatian English,Studio Photography,Animation,Odoo,Sketching",India,83.34,100.0
"Shopify,Product Listing,Amazon,Translation Italian Spanish,Illustration,WordPress,eCommerce,Shopify SEO",Russia,12.52,73.0
"Poster Design,Reinforced Concrete Structures,Business Card Design,iPad UI Design,Translation English Slovak,Writing,CAD Drafting,Autodesk AutoCAD,Photo Editing,Flyer Design,Corporate Brand Identity,Adobe InDesign",India,28.11,100.0
"Infographics,Singing,internet websites,Voice Over,KPI Metric Development,Brochure",Egypt,158.41,91.0
"Translation,Proofreading,Photo Editing,firebird,Layout Design",Russia,53.58,100.0
"TranslationEditorial Translation,Vector Tracing,Google Spreadsheets,Lead Generation,PDF Conversion,Flyer Design,Photo Manipulation",India,29.7,100.0
"Microsoft Excel,Amazon,Adobe PhotoshopIllustration,Narration,OrganizerTranslation English Spanish,Voice Recording,Explainer Video",Macedonia,196.72,100.0
"Print Designnan,Audio Editing",United Kingdom,140.05,78.0
Voice Talent,United Kingdom,466.87,100.0
"Print Design,Shopify,Virtual Assistant,Grant Application,Male Voice Over,Shopify Templatesnan,Voice Recording,Voice Over British Accent,LaravelJavaScript,Presentation Design,NarrationMale Voice Over",United States,78.54,100.0
"Retail,IllustrationArt Direction,Adobe Photoshop,Parametric Design,Next Limit RealFlowMarvelousDesigner,Articulate Rise,Visual Communication,Tableau,Leadpages,Graphic DesignTechnology,Graphic DesignLabel and Package Design",Argentina,29.68,100.0
"Graphic Design,DrawingAdobe Illustrator,WordPressWooCommerce,TranslationEnglish",United States,3.0,100.0
"Promotional Video,Blog Writing,Audio Editing,Quantitative Finance,EconomicsStatistics,AWS Lambda,FPGA",Ukraine,40.31,98.0
"Autodesk Maya,JavaScript,Interior Architecture,Digital Marketing Strategy,Web UIAdaptive Web Design,Autodesk AutoCAD,eBook Design,Creative Writing,Content MarketingDigital Marketing,Layout Design",Ukraine,24.21,100.0
"Bootstrap,Logo",Spain,21.26,100.0
"JavaScript,Adobe IllustratorAdobe InDesign,TableauPython,Microsoft Excel,Photographic,Translation,Translation Spanish English,Sales Lead Lists,Data Encoding,Adobe XD,LinkedIn Recruiting,Translation English Spanish,Photograph Color Correction,Layout Design",Russia,38.89,99.0
"Customer Service,Microsoft Excel,Audio Editing,SEO WritingEditing,Product Descriptions",Ukraine,24.46,100.0
"English,Wordpress Theme,Administrative SupportExecutive Assistant,Vector Tracing,Lead Generation,Translation French English,Grammar,Translation English French,Christian Theology,Game Audio,Physics",Belarus,46.36,100.0
"Translation,Translation English IndonesianTranslation Indonesian English,Writing,Translation Ukrainian English,Proofreading",Ukraine,19.18,100.0
"Photo ManipulationImage Processing,Design Enhancement,Shopify,Translation,Blog Writing,Editorial Design,Product Roadmap,Presentation Design",United States,26.41,100.0
"English,User Experience Design,French,Sound Effects,Italian ProofreadingEnglish Proofreading,Adobe Photoshop,Italian,Translation English French,Translation French Spanish,TourismEconomic Analysis",Jordan,218.11,100.0
"CodeIgniter,Lead Generation,Advertising,Autodesk Revit,Articulate Storyline,Content Writing,Editing,Bootstrap,React,Transcription",Pakistan,237.37,77.0
"Ableton Live,Music Videos,Responsive Web Design,Shopify,Photography,Website RedesignWix,Logo Design,Adobe Photoshop,Photo Editing,Adobe Illustrator,Python,Videography",Philippines,51.27,100.0
"Virtual Reality,Shopify Apps,Product Listing,Corona Renderer,Adobe Photoshop LightroomAdobe Premiere Pro,Audio Editing,Cost Accounting,Reviews,eCommerce Website,Database,Tableau,Project Management,Analysis,Ecommerce Platform Development,IT Strategy",United States,62.84,100.0
"Concept Design,Shopify,Translation,Translation English Khmer,BrandingWebsite Copywriting,Figma,TranslationTranslation Spanish English,Proofreading,Tutorial,Photo sharing,Tableau,Adobe Premiere Pro,Pardot Development,Adobe InDesign,Game Design",Brazil,47.07,75.0
User Acceptance Testing,Pakistan,39.9,100.0
"Engineering Drawing,Mechanical Engineering,Web Scraper,Graphic Design,Voice Over,Product Design,Narration,Voice Over English,Writing,Translation Arabic English,Data Science,Adobe Photoshop,Data Visualization,SolidWorks",Portugal,48.38,87.0
"Motion Design,Adobe Premiere",United Kingdom,33.85,100.0
"Print Design,PostgreSQL Programming,Proofreading,Data Encoding",Ukraine,150.96,99.0
"Executive Coaching,Academic Writing,Architectural Rendering,Flyer Design,Project Management,Data Entry,Proofreading",United States,19.75,100.0
"Print Design,Translation Czech Polish,Architectural Rendering,Translation English Russian,Translation Ukrainian English",Brazil,35.28,100.0
"TypeScript,Shopify,Translation,Poster Design,Translation Czech Polish,Translation Ukrainian English,Voice Over American AccentFemale Voice Over,Advertising,Adobe Illustrator,Corona RendererAdobe Photoshop,Website Optimization",United States,40.02,100.0
"Infographics,Interior Design,Graphic DesignAdobe Photoshop,Web Design,CSSBlockchain",Costa Rica,80.92,94.0
"Audiobook,Adobe Audition,Voice Over,Narration,Voice Over English,Adobe Photoshop,Kajabi,AWS Lambda,Translation English Russian,Data Entry,Transcription",United States,25.03,100.0
"Adobe Audition,Audio Editing,Dental TechnologyContent Writing,Architectural Rendering,Voice Talent,Ecommerce Platform Development",Nigeria,44.44,99.0
"Twitter Marketing,Graphic Design,Instructional DesignGraphic Design",Pakistan,49.42,100.0
"Graphic Design,Translation,MathematicsTranslation English German,Interior Design,Logo Design,Natural Language Generation,InfographicsLogo Design,Content Writing",United Arab Emirates,38.99,100.0
"Demand Planning,News Writing Style,Localization,Audio Editing,Writing,Frontend Development,Social Media StrategySocial Media Management,Editing,Creative Writing,SDL Trados,Flat DesignWeb Design,Article Curation,Layout Design,Ghostwriting",Ukraine,44.94,100.0
"Print Design,English,Adobe Creative Suite,Label and Package Design,Poster Design,QGIS,Translation French English,Desktop Publishing,Translation English Italian,French,Icon Design,Adobe InDesign,IT Outsourcing,Adobe Illustrator,eBook,Watercolor Painting",Pakistan,20.29,100.0
"Whiteboard Animation,Translation,Audio Editing,Voice Talent,Male Voice Over,Layout Design",Ukraine,45.38,100.0
"Adaptive Web Design,Voice ActingVoice Talent,Voice TalentInteractive Voice Response,Voice Over,Adobe Muse,Custom Part Design,Brochure Design,German,Adobe Photoshop,CopyrightNutrition,Email Copywriting,Content SEO",Serbia,31.58,91.0
"Microsoft Excel,Internet Research,Menu Design,Proofreading,Design Research,Web Design,Web Content Development,Photo Manipulation,Calligraphy",Senegal,39.82,94.0
"Data Analysis,UI Graphics,Email Handling,Python Numpy,Developmental Editing,Selenium,Microsoft PowerPoint,AWS Lambda,Machine Learning,CUDA,PresentationPresentation Design,Content Writing",United States,3.0,100.0
"Graphic Design,Musical Composition,Logo Design,Production Sound Mixing,Illustration,Website Customization,Campaign Optimization,Voice Acting,Audio Production",Spain,3.0,100.0
"Regression Testing,Custom Part Design,Data Mining,Clothing",Brazil,20.45,100.0
"Drawing,Meeting Notes,SketchWordPress,jQuery,Lead Generation,Amazon MWS,Leads,REST,Instagram Marketing,mobiePub,Photo Slideshow,Adobe After Effects,Custom CMS,Adobe InDesign,API Development",India,143.01,100.0
"Portuguese,Corporate Brand IdentityGraphic Design,Adobe PhotoshopPackaging Design,Facebook Advertising,Proofreading,Explainer Video,Training",Turkey,17.66,100.0
"Adobe IllustratorAdobe InDesign,Logo,SolidWorks",Sri Lanka,20.35,100.0
"Instrumental,Adobe PhotoshopDrawing,Pitch Decks,Business Card Design,Adobe Photoshop Lightroom,Proofreading",Romania,37.59,100.0
"Shopify,Adobe PDF,Male Voice OverSubtitles,Instagram Marketing,Photo Restoration,Voice Over English,eCommerce Website,Translation English FrenchAmazon Seller Central,Email Copywriting,WooCommerce",Ukraine,55.42,100.0
"EditingProofreading,Report Writing",Ukraine,42.1,100.0
"Graphic Design,Label and Package Design,Translation,Audio Editing,Audiovisual Translation,Translation English Ukrainian,Instagram Ad Campaign,Recipe WritingRecipe Development,Solution Architecture",United Arab Emirates,42.98,99.0
"English,French,Translation French Italian,Christian Theology,WooCommerce",Pakistan,53.69,100.0
"Adobe IllustratorAdobe Photoshop,Translation,Presentation,Female Voice Over,Social Media Posts",Ukraine,34.46,100.0
"Content Strategy,Acting,Translation Brazilian Portuguese English,Calligraphy,Adobe Acrobat",Venezuela,3.0,100.0
"Layout Design,Graphic Design,Logo Animation,Translation,Web Design,Adobe InDesign",Ukraine,41.01,100.0
"Graphic Design,Voice Over English,Mastering,MasteringVideo Editing,Voice Over,Motion Design,Adobe After Effects,PSD to HTML,Audio Production,Translation French Italian,Organizer,Female Voice Over,Infographic,HR Consulting,Explainer Video,Logo Design,Technical WritingBusiness Proposal Writing,Adobe Photoshop,FMOD",China,106.02,93.0
"Translation Hindi English,Insurance Agency OperationsInsurance Consulting,jQuery,French,Networking,CopyrightNutrition,SCSS,JSON,Content Writing",Canada,66.57,100.0
"Templates,Translation",Italy,17.07,94.0
"Adobe Photoshop,Explainer Video,Adobe After Effects",Palestinian Territories,5.43,100.0
"VBA,Dutch,Adobe After Effects",Ukraine,7.22,100.0
"Scientific Writing,Translation Spanish English,Medical Narration,Teaching English,Translation English Russian,Economics,Translation Ukrainian English,Proofreading,Research",Ukraine,39.92,100.0
"Adobe PremiereAdobe After Effects,React,Photo Editing,Corporate Brand Identity,Go,Voice Over French,Explainer Video",Palestinian Territories,32.6,100.0
